emp_no,first_name,last_name,title,from_date,salary
444052,Shuky,Brobst,Senior Staff,5/15/1996,48013
444052,Shuky,Brobst,Staff,5/15/1989,48013
444054,Prodip,Godskesen,Senior Staff,10/18/2000,48905
444054,Prodip,Godskesen,Staff,10/19/1995,48905
444060,Niteen,Deyuan,Staff,7/14/1998,40000
444061,Gal,Merks,Senior Staff,10/21/2000,59478
444061,Gal,Merks,Staff,10/21/1993,59478
444094,Radhakrishnan,Alvarado,Senior Staff,1/21/1993,48898
444094,Radhakrishnan,Alvarado,Staff,1/22/1988,48898
444108,Ung,McClure,Senior Staff,6/20/1992,49901
444108,Ung,McClure,Staff,6/20/1985,49901
444121,Takahito,Harllee,Senior Staff,7/11/1988,40000
444136,Qunsheng,Straney,Engineer,6/26/1987,63338
444136,Qunsheng,Straney,Senior Engineer,6/26/1995,63338
444141,Kokou,Coombs,Engineer,7/24/1987,59771
444141,Kokou,Coombs,Senior Engineer,7/24/1994,59771
444148,Jamaludin,Wendorf,Senior Engineer,1/13/1996,40000
444151,Nahum,Avouris,Senior Staff,8/3/1985,40000
444152,Nahum,Nastansky,Engineer,2/4/1985,41490
444152,Nahum,Nastansky,Senior Engineer,2/4/1993,41490
444163,Uriel,Gente,Senior Staff,5/17/1997,90466
444163,Uriel,Gente,Staff,5/17/1988,90466
444167,Tremaine,Malabarba,Engineer,4/29/1986,52222
444167,Tremaine,Malabarba,Senior Engineer,4/28/1992,52222
444173,Steve,Matteis,Senior Staff,9/3/1993,40000
444173,Steve,Matteis,Staff,9/3/1988,40000
444183,Divier,Provine,Staff,7/25/1999,66191
444188,Ramachenga,McClure,Engineer,10/18/1987,56624
444188,Ramachenga,McClure,Senior Engineer,10/17/1996,56624
444201,Yuichiro,Constantine,Senior Engineer,7/6/1986,58203
444203,Parke,Stassinopoulos,Engineer,3/12/1986,40000
444203,Parke,Stassinopoulos,Senior Engineer,3/12/1994,40000
444209,Bluma,Shumilov,Engineer,3/10/1988,45665
444209,Bluma,Shumilov,Senior Engineer,3/10/1997,45665
444212,Van,Porotnikoff,Senior Staff,9/24/1986,60017
444223,Krisda,Ramsay,Senior Staff,1/15/1996,96459
444223,Krisda,Ramsay,Staff,1/15/1988,96459
444274,Bokyung,Uludag,Senior Staff,5/6/1994,69819
444274,Bokyung,Uludag,Staff,5/6/1985,69819
444283,Boriana,Luke,Senior Staff,11/6/1992,40000
444283,Boriana,Luke,Staff,11/7/1987,40000
444286,Kien,Lamba,Senior Staff,6/2/1992,60100
444286,Kien,Lamba,Staff,6/3/1987,60100
444299,Moie,Cyre,Senior Staff,9/13/1988,40000
444312,Baocai,Polajnar,Engineer,1/19/1986,49322
444312,Baocai,Polajnar,Senior Engineer,1/19/1994,49322
444353,Mansur,Zeilberger,Engineer,12/18/1999,91505
444370,Masanao,Genin,Senior Staff,4/12/2002,40000
444370,Masanao,Genin,Staff,4/12/1997,40000
444373,Sastry,Hitomi,Senior Staff,7/31/1991,40000
444373,Sastry,Hitomi,Staff,7/31/1986,40000
444374,Shigehito,Swen,Senior Staff,6/19/1988,55103
444379,Atreye,Ranka,Engineer,12/4/1986,41769
444379,Atreye,Ranka,Senior Engineer,12/4/1993,41769
444380,Gor,Conta,Engineer,7/22/1987,40000
444380,Gor,Conta,Senior Engineer,7/21/1996,40000
444388,Gudjon,Flexer,Engineer,8/1/1985,40000
444388,Gudjon,Flexer,Senior Engineer,8/1/1994,40000
444396,Make,Highland,Engineer,9/9/1990,40000
444396,Make,Highland,Senior Engineer,9/9/1999,40000
444420,Gita,Ramsay,Senior Engineer,4/22/1985,40000
444421,Chaoyi,Tsunoo,Senior Staff,8/8/1987,40000
444435,Yahiko,Narwekar,Assistant Engineer,4/21/1987,44554
444435,Yahiko,Narwekar,Engineer,4/20/1996,44554
444447,Chuanti,Leuchs,Senior Staff,6/18/1992,84725
444447,Chuanti,Leuchs,Staff,6/19/1986,84725
444450,Mohua,Terwilliger,Engineer,12/16/1994,40000
444483,Naraig,Rahimi,Engineer,6/3/1989,43130
444483,Naraig,Rahimi,Senior Engineer,6/3/1995,43130
444494,Hugo,Merle,Senior Staff,8/24/2001,54160
444494,Hugo,Merle,Staff,8/24/1992,54160
444496,Yuriy,Jording,Engineer,9/18/1986,40000
444496,Yuriy,Jording,Senior Engineer,9/18/1993,40000
444501,Mostafa,Bernick,Technique Leader,10/15/1988,40000
444503,Koichi,Garnham,Engineer,11/30/1998,40000
444505,Hyuckchul,Auyong,Assistant Engineer,12/11/1988,68413
444505,Hyuckchul,Auyong,Engineer,12/11/1993,68413
444505,Hyuckchul,Auyong,Senior Engineer,12/11/1998,68413
444508,Kaijung,Bahl,Senior Staff,8/29/1990,83300
444508,Kaijung,Bahl,Staff,8/29/1985,83300
444521,Lijie,Vecchi,Senior Engineer,4/9/1999,40000
444551,Ipke,Gien,Senior Staff,11/13/1993,50220
444551,Ipke,Gien,Staff,11/13/1986,50220
444553,Nikolaus,Gluchowski,Senior Staff,5/25/2002,97585
444553,Nikolaus,Gluchowski,Staff,5/25/1996,97585
444558,Ebru,Maliniak,Engineer,11/29/1996,40000
444560,Jeane,Kilgour,Engineer,2/2/1987,59747
444560,Jeane,Kilgour,Senior Engineer,2/1/1993,59747
444568,Valter,Kroll,Staff,8/22/1996,40000
444575,Masaru,Thummel,Senior Staff,2/23/1992,40000
444575,Masaru,Thummel,Staff,2/23/1987,40000
444590,Bouchung,Ranft,Engineer,6/8/1987,43155
444590,Bouchung,Ranft,Senior Engineer,6/8/1994,43155
444595,Masako,Papadias,Senior Engineer,3/17/1992,50261
444605,Iara,Skafidas,Senior Staff,12/22/1993,70448
444605,Iara,Skafidas,Staff,12/22/1986,70448
444621,Persi,Hardjono,Senior Staff,7/15/1993,70490
444621,Persi,Hardjono,Staff,7/16/1987,70490
444626,Ingemar,Heiserman,Senior Staff,1/20/1997,40000
444626,Ingemar,Heiserman,Staff,1/21/1988,40000
444641,Unal,Zallocco,Assistant Engineer,5/6/1992,58458
444641,Unal,Zallocco,Engineer,5/6/1997,58458
444641,Unal,Zallocco,Senior Engineer,5/6/2002,58458
444650,Cristinel,Ghelli,Engineer,3/25/1986,57019
444650,Cristinel,Ghelli,Senior Engineer,3/25/1994,57019
444659,Adit,Orsini,Senior Staff,2/21/1997,40000
444662,Huan,Olivero,Engineer,1/9/1997,76851
444664,Odysseas,Horswill,Staff,1/28/1998,40000
444673,Taisook,Kruskal,Senior Staff,6/22/1995,40000
444673,Taisook,Kruskal,Staff,6/22/1986,40000
444687,Mokhtar,Braccini,Engineer,1/3/1994,50444
444691,Arunachalam,Boreale,Senior Staff,10/20/1987,60389
444694,Perry,Peac,Senior Staff,4/18/1995,52659
444694,Perry,Peac,Staff,4/18/1987,52659
444697,Fuqing,Emden,Engineer,4/25/1988,48896
444697,Fuqing,Emden,Senior Engineer,4/25/1996,48896
444707,Brewster,Huhdanpaa,Senior Staff,3/16/1987,43974
444720,Junichi,Rosin,Senior Staff,9/19/1995,40000
444720,Junichi,Rosin,Staff,9/18/1988,40000
444722,Ibibia,Hiraishi,Engineer,10/31/1991,40000
444722,Ibibia,Hiraishi,Senior Engineer,10/30/1996,40000
444734,Shietung,Ertl,Senior Engineer,1/25/1987,43726
444735,Phule,Hashii,Senior Staff,8/13/2001,40000
444735,Phule,Hashii,Staff,8/14/1995,40000
444736,Rosli,McClure,Assistant Engineer,10/22/1990,47690
444736,Rosli,McClure,Engineer,10/22/1997,47690
444738,Takahira,Gargeya,Senior Staff,6/30/1994,92947
444738,Takahira,Gargeya,Staff,6/30/1986,92947
444742,Moriyoshi,Fadgyas,Senior Staff,9/9/1994,40000
444742,Moriyoshi,Fadgyas,Staff,9/9/1988,40000
444758,Waiman,Hashii,Engineer,7/21/1985,40000
444758,Waiman,Hashii,Senior Engineer,7/21/1991,40000
444760,Kazuhiko,Brodie,Senior Staff,4/16/1997,63247
444760,Kazuhiko,Brodie,Staff,4/16/1989,63247
444771,Manton,Preusig,Senior Engineer,7/17/1992,40102
444774,Remko,Benveniste,Senior Staff,2/23/1987,40000
444781,Kasturi,Castellani,Engineer,10/3/1985,48086
444781,Kasturi,Castellani,Senior Engineer,10/3/1990,48086
444814,Perry,Detkin,Engineer,6/14/1985,40000
444814,Perry,Detkin,Senior Engineer,6/14/1990,40000
444829,Shuji,Redmiles,Senior Staff,11/5/1993,76088
444829,Shuji,Redmiles,Staff,11/5/1988,76088
444830,Rasikan,Koprowski,Senior Staff,4/19/1985,61837
444832,Herbert,Conia,Engineer,12/5/1992,40000
444832,Herbert,Conia,Senior Engineer,12/5/1997,40000
444835,Mayumi,Seiwald,Engineer,1/18/1987,68964
444835,Mayumi,Seiwald,Senior Engineer,1/18/1995,68964
444837,Hinrich,Ranka,Engineer,4/15/1988,58568
444837,Hinrich,Ranka,Senior Engineer,4/16/1995,58568
444853,Mahmut,Schoegge,Senior Staff,1/14/1998,43309
444853,Mahmut,Schoegge,Staff,1/14/1989,43309
444858,Rosli,Fandrianto,Senior Staff,6/14/1992,56473
444858,Rosli,Fandrianto,Staff,6/14/1985,56473
444867,Valter,Marshall,Senior Staff,2/11/1996,61925
444867,Valter,Marshall,Staff,2/11/1987,61925
444871,Shao,Suppi,Senior Staff,1/8/1997,56621
444871,Shao,Suppi,Staff,1/9/1988,56621
444882,Masoud,Cronau,Senior Engineer,11/1/1998,41230
444892,Eishiro,Stafford,Engineer,9/4/1985,40000
444892,Eishiro,Stafford,Senior Engineer,9/4/1991,40000
444907,Sigeru,Manders,Senior Engineer,8/26/1987,58842
444922,Jordanka,Naudin,Senior Staff,9/9/1986,72782
444934,Oddvar,Attimonelli,Senior Staff,1/30/1993,62744
444934,Oddvar,Attimonelli,Staff,1/30/1986,62744
444946,Toshimori,Erva,Assistant Engineer,1/15/1991,40000
444946,Toshimori,Erva,Engineer,1/14/1997,40000
444957,Anneke,Demeyer,Assistant Engineer,8/28/1987,40000
444957,Anneke,Demeyer,Engineer,8/27/1993,40000
444957,Anneke,Demeyer,Senior Engineer,8/27/1999,40000
444978,Subbu,Poupard,Senior Staff,10/24/1990,55545
444978,Subbu,Poupard,Staff,10/24/1985,55545
444979,Takahira,Iisaku,Engineer,1/4/1988,40000
444979,Takahira,Iisaku,Senior Engineer,1/3/1997,40000
444986,Masaki,Eldridge,Staff,3/20/1997,78968
445010,Yuqun,Brobst,Senior Engineer,7/17/1997,40000
445013,Douadi,Rodier,Engineer,7/25/1992,40000
445013,Douadi,Rodier,Senior Engineer,7/25/1998,40000
445020,Renny,Ligten,Senior Staff,1/1/1993,56671
445020,Renny,Ligten,Staff,1/2/1987,56671
445023,Tadahiro,Dredge,Senior Staff,7/22/1995,80716
445023,Tadahiro,Dredge,Staff,7/21/1988,80716
445026,Kitty,Kohling,Senior Engineer,1/3/1996,48687
445035,Ugo,Brodal,Engineer,4/7/1994,68414
445035,Ugo,Brodal,Senior Engineer,4/7/1999,68414
445039,Manu,Stemann,Senior Staff,11/3/1985,40000
445046,Hercules,Kusakari,Engineer,3/24/1985,68480
445046,Hercules,Kusakari,Senior Engineer,3/24/1993,68480
445050,Yongmin,Condotta,Senior Staff,1/9/2001,40000
445050,Yongmin,Condotta,Staff,1/10/1992,40000
445065,Sandeepan,Heinisuo,Senior Engineer,3/29/1987,49232
445076,Limsoon,Holburn,Senior Staff,10/12/1996,40000
445076,Limsoon,Holburn,Staff,10/12/1988,40000
445077,Parke,Marquardt,Senior Staff,11/14/1993,60780
445077,Parke,Marquardt,Staff,11/15/1987,60780
445080,Toshimi,Takanami,Senior Engineer,1/16/1996,51662
445082,Gro,Iacovou,Senior Staff,10/21/1992,80474
445082,Gro,Iacovou,Staff,10/21/1985,80474
445085,Chenxi,Chorvat,Senior Staff,7/19/1995,52117
445085,Chenxi,Chorvat,Staff,7/18/1988,52117
445093,Masaru,Oskamp,Senior Staff,7/18/1992,48252
445102,Niteen,Baak,Senior Engineer,2/15/1987,48396
445110,Heeju,Beerel,Engineer,2/14/1993,66936
445110,Heeju,Beerel,Senior Engineer,2/15/2000,66936
445122,Brendon,Farrow,Senior Staff,3/12/1994,55242
445122,Brendon,Farrow,Staff,3/12/1986,55242
445124,Mariusz,Comyn,Engineer,3/3/1997,54999
445126,Sedat,Sadowski,Senior Engineer,6/15/1987,40000
445132,Yinlin,Bisiani,Engineer,4/15/1985,50635
445132,Yinlin,Bisiani,Senior Engineer,4/15/1993,50635
445137,Uinam,Burnard,Engineer,6/13/1987,52958
445137,Uinam,Burnard,Senior Engineer,6/12/1996,52958
445138,Janalee,Muhling,Engineer,11/2/1992,56256
445138,Janalee,Muhling,Senior Engineer,11/2/2000,56256
445139,Yahiko,Oskamp,Senior Staff,9/1/1990,51566
445139,Yahiko,Oskamp,Staff,9/1/1985,51566
445160,Rimli,Eiron,Engineer,3/1/1985,60548
445160,Rimli,Eiron,Senior Engineer,3/1/1990,60548
445163,Saeed,Karunanithi,Senior Staff,2/15/1988,44659
445176,Berni,Leuchs,Engineer,11/21/1986,52865
445176,Berni,Leuchs,Senior Engineer,11/21/1994,52865
445181,Steve,Ranft,Engineer,4/5/1998,71896
445182,Subhankar,Kitai,Senior Staff,8/26/1995,64293
445190,Nimmagadda,Millington,Senior Staff,9/4/1996,40000
445190,Nimmagadda,Millington,Staff,9/5/1987,40000
445202,Gudjon,Sanella,Engineer,1/11/1989,48617
445202,Gudjon,Sanella,Senior Engineer,1/11/1994,48617
445210,Qingxiang,Biron,Technique Leader,7/19/1999,55393
445218,Gino,Decaestecker,Staff,5/30/1999,58753
445220,Florina,Luft,Senior Staff,6/17/2002,58098
445220,Florina,Luft,Staff,6/17/1997,58098
445223,Sachin,Ruemmler,Senior Staff,11/15/1991,81659
445223,Sachin,Ruemmler,Staff,11/15/1986,81659
445228,Yucel,Pietracaprina,Staff,9/5/1999,40000
445239,Ebru,Schapiro,Senior Engineer,6/26/1991,41871
445240,Cordelia,Garnier,Engineer,1/29/1988,40000
445240,Cordelia,Garnier,Senior Engineer,1/29/1995,40000
445242,Goh,Conia,Senior Staff,6/6/1999,72805
445242,Goh,Conia,Staff,6/5/1992,72805
445248,Leandro,Bellone,Technique Leader,4/9/1988,57053
445249,Nobuyoshi,Gargeya,Senior Staff,3/30/1996,60046
445249,Nobuyoshi,Gargeya,Staff,3/31/1987,60046
445250,Alenka,Zaiane,Engineer,9/16/1987,41725
445250,Alenka,Zaiane,Senior Engineer,9/15/1996,41725
445251,Ingemar,Terekhov,Technique Leader,11/19/1988,40000
445264,Yannik,Masamoto,Engineer,9/17/1994,62752
445264,Yannik,Masamoto,Senior Engineer,9/16/2000,62752
445267,Dmitri,Koblitz,Senior Engineer,11/9/1987,55689
445274,Gou,Leonhardt,Senior Staff,3/16/1995,72143
445274,Gou,Leonhardt,Staff,3/15/1988,72143
445283,Dmitry,Attimonelli,Engineer,6/25/1985,40000
445283,Dmitry,Attimonelli,Senior Engineer,6/25/1991,40000
445303,Lillian,Angel,Senior Staff,3/17/1994,40000
445303,Lillian,Angel,Staff,3/17/1985,40000
445304,Francoise,Polupanov,Senior Staff,10/19/1994,56548
445304,Francoise,Polupanov,Staff,10/19/1987,56548
445306,Arvind,Taubman,Staff,11/9/1995,72915
445314,Adel,Caine,Senior Engineer,11/15/1996,50639
445315,Otmar,Conde,Senior Staff,9/10/1994,66916
445315,Otmar,Conde,Staff,9/10/1987,66916
445316,Moni,Straney,Staff,8/14/1995,42350
445330,Lijie,Mitina,Staff,4/2/1999,40000
445334,Perla,Sessa,Engineer,9/27/1986,40000
445334,Perla,Sessa,Senior Engineer,9/27/1993,40000
445355,Susanne,Dengi,Senior Engineer,4/18/1997,56424
445366,Raimond,Panienski,Senior Staff,3/3/1991,50121
445366,Raimond,Panienski,Staff,3/3/1986,50121
445370,Leaf,Shinomoto,Senior Engineer,1/24/1991,40000
445371,Phillip,Tempesti,Technique Leader,1/6/1988,49099
445381,Heekeun,Solovay,Senior Staff,11/25/1994,68352
445381,Heekeun,Solovay,Staff,11/25/1986,68352
445389,Sariel,Begiun,Engineer,3/3/1986,40000
445389,Sariel,Begiun,Senior Engineer,3/3/1993,40000
445391,Tesuro,Hopewell,Senior Staff,11/15/1995,79556
445391,Tesuro,Hopewell,Staff,11/14/1988,79556
445397,Stein,Servi,Engineer,8/27/1993,41935
445397,Stein,Servi,Senior Engineer,8/27/2001,41935
445402,Hatem,Perz,Senior Staff,2/5/1990,69663
445402,Hatem,Perz,Staff,2/5/1985,69663
445410,Elvia,Brodie,Engineer,6/12/1997,66788
445410,Elvia,Brodie,Senior Engineer,6/12/2002,66788
445412,Odinaldo,Ratzlaff,Senior Staff,7/11/1993,76602
445412,Odinaldo,Ratzlaff,Staff,7/11/1985,76602
445414,Subhankar,Teitelbaum,Senior Staff,8/23/1997,40000
445414,Subhankar,Teitelbaum,Staff,8/24/1991,40000
445416,Kasturi,Awdeh,Engineer,5/31/1999,40000
445460,Barna,Lamma,Technique Leader,6/12/1996,43104
445463,Gopalakrishnan,Perna,Senior Staff,4/25/1996,65158
445479,Urs,Porotnikoff,Assistant Engineer,10/22/1992,48708
445479,Urs,Porotnikoff,Engineer,10/22/1998,48708
445484,Yagil,Ventosa,Engineer,5/17/1991,40000
445484,Yagil,Ventosa,Senior Engineer,5/17/1998,40000
445493,Arvind,Ramsey,Engineer,1/12/1987,58391
445493,Arvind,Ramsey,Senior Engineer,1/12/1992,58391
445497,Jouko,Hofmeyr,Senior Staff,4/18/2000,40000
445497,Jouko,Hofmeyr,Staff,4/19/1991,40000
445499,Shem,Shumilov,Engineer,3/9/1995,41044
445499,Shem,Shumilov,Senior Engineer,3/8/2001,41044
445501,Behnaam,Wolniewicz,Technique Leader,1/3/1995,40000
445505,Vugranam,Khalid,Senior Staff,11/7/1992,51916
445505,Vugranam,Khalid,Staff,11/8/1987,51916
445509,Hein,Templeman,Senior Staff,11/9/1996,50847
445509,Hein,Templeman,Staff,11/9/1988,50847
445524,Djelloul,Radivojevic,Senior Staff,4/7/1988,78367
445531,Jamaludin,Randt,Senior Engineer,5/11/1988,48834
445534,Poorav,Picht,Assistant Engineer,1/10/1988,40000
445534,Poorav,Picht,Engineer,1/9/1994,40000
445534,Poorav,Picht,Senior Engineer,1/9/2000,40000
445546,Mandell,Encarnacion,Engineer,12/25/1987,52035
445546,Mandell,Encarnacion,Senior Engineer,12/24/1993,52035
445550,Shaz,Baik,Technique Leader,10/26/1999,40000
445552,Ziyad,Kleiser,Senior Staff,9/4/2001,53464
445552,Ziyad,Kleiser,Staff,9/4/1993,53464
445556,Badri,Schaar,Senior Staff,6/1/2001,45486
445556,Badri,Schaar,Staff,6/2/1995,45486
445562,Alair,Pietracaprina,Senior Staff,1/9/1998,100570
445574,Erzsebet,Murtha,Engineer,12/27/1997,40000
445580,Mori,Lung,Senior Staff,3/27/1991,44512
445597,Thodoros,Murthy,Engineer,5/14/1996,40000
445597,Thodoros,Murthy,Senior Engineer,5/14/2001,40000
445600,Patricia,Schlegelmilch,Engineer,6/28/1988,40000
445600,Patricia,Schlegelmilch,Senior Engineer,6/28/1997,40000
445611,Chrisa,Murtafg,Senior Staff,9/8/1994,49583
445611,Chrisa,Murtafg,Staff,9/8/1985,49583
445614,Xudong,Riexinger,Senior Staff,2/5/1993,40000
445614,Xudong,Riexinger,Staff,2/6/1987,40000
445621,Shmuel,Impagliazzo,Engineer,1/30/1992,78328
445621,Shmuel,Impagliazzo,Senior Engineer,1/29/1997,78328
445622,Sasan,Iisaka,Senior Staff,11/5/2001,45739
445622,Sasan,Iisaka,Staff,11/5/1996,45739
445626,Satoru,Lanphier,Senior Staff,2/13/1995,80686
445626,Satoru,Lanphier,Staff,2/13/1986,80686
445630,Bangqing,Rosch,Engineer,11/2/1999,40000
445632,Zhiguo,Bressoud,Senior Staff,12/19/1996,66657
445633,Michaela,Barriga,Senior Engineer,4/13/1985,44115
445634,Erez,Chandrasekhar,Senior Staff,6/24/2001,42230
445634,Erez,Chandrasekhar,Staff,6/25/1995,42230
445654,Shietung,Hertweck,Staff,3/15/1997,79616
445659,Jagoda,Bodoff,Senior Staff,7/9/1993,67839
445659,Jagoda,Bodoff,Staff,7/9/1985,67839
445682,Jongsuk,Peha,Senior Staff,5/8/1992,50858
445682,Jongsuk,Peha,Staff,5/9/1986,50858
445688,Gunilla,Carrere,Technique Leader,3/14/1985,40000
445689,Naraig,Shihab,Senior Engineer,11/2/1986,86884
445701,Luigi,Naumovich,Senior Staff,4/13/1995,40000
445701,Luigi,Naumovich,Staff,4/13/1987,40000
445703,Badri,Murtha,Senior Staff,11/13/1995,81186
445703,Badri,Murtha,Staff,11/13/1987,81186
445715,Shooichi,Schurmann,Senior Staff,1/30/2002,82010
445715,Shooichi,Schurmann,Staff,1/30/1997,82010
445716,Sachio,Douceur,Assistant Engineer,8/25/1986,69231
445716,Sachio,Douceur,Engineer,8/25/1995,69231
445721,Arra,Falby,Senior Engineer,5/18/1989,40000
445728,Herb,Lorin,Assistant Engineer,7/31/1994,43208
445728,Herb,Lorin,Engineer,7/31/2002,43208
445742,Ayonca,Teitelbaum,Engineer,8/19/1996,50041
445742,Ayonca,Teitelbaum,Senior Engineer,8/19/2001,50041
445743,Nagui,Clouatre,Assistant Engineer,10/7/1987,63799
445743,Nagui,Clouatre,Engineer,10/6/1996,63799
445757,Heeju,Chiola,Assistant Engineer,6/1/1998,75752
445760,Pohua,Schicker,Engineer,7/25/1989,41841
445760,Pohua,Schicker,Senior Engineer,7/25/1994,41841
445769,Theirry,Aingworth,Engineer,2/8/1989,52607
445769,Theirry,Aingworth,Senior Engineer,2/8/1997,52607
445772,Tuval,Oehlmann,Engineer,3/5/1987,40000
445772,Tuval,Oehlmann,Senior Engineer,3/4/1992,40000
445787,Conrado,Cannard,Engineer,8/2/1985,40000
445787,Conrado,Cannard,Senior Engineer,8/2/1990,40000
445790,Visit,Luon,Engineer,2/24/1988,40000
445790,Visit,Luon,Senior Engineer,2/23/1994,40000
445840,Marko,Czaja,Senior Staff,12/10/1994,83635
445840,Marko,Czaja,Staff,12/10/1985,83635
445844,Jeane,Slobodova,Engineer,9/18/1988,40000
445844,Jeane,Slobodova,Senior Engineer,9/18/1996,40000
445848,Qunsheng,Emden,Engineer,3/15/1986,40000
445848,Qunsheng,Emden,Senior Engineer,3/15/1991,40000
445852,Bernt,Doering,Staff,8/4/1997,43568
445888,Munir,Geffroy,Engineer,9/3/1989,64080
445888,Munir,Geffroy,Senior Engineer,9/3/1998,64080
445889,Christophe,Standera,Senior Engineer,5/15/1986,40000
445897,Oddvar,Krybus,Senior Engineer,5/25/1988,40000
445900,Zissis,Parfitt,Engineer,10/24/1987,40000
445900,Zissis,Parfitt,Senior Engineer,10/23/1996,40000
445902,Ziyad,Dulli,Engineer,5/1/1988,56565
445902,Ziyad,Dulli,Senior Engineer,5/1/1997,56565
445910,Patricia,Fritzsche,Senior Staff,7/6/2002,53423
445910,Patricia,Fritzsche,Staff,7/6/1995,53423
445911,JoAnne,Gide,Engineer,4/28/1986,51066
445911,JoAnne,Gide,Senior Engineer,4/28/1993,51066
445928,Abdulah,Ermel,Engineer,9/22/1986,48690
445928,Abdulah,Ermel,Senior Engineer,9/22/1995,48690
445931,Amabile,Falster,Senior Staff,1/19/1995,40000
445931,Amabile,Falster,Staff,1/19/1987,40000
445932,Mariusz,Schrooten,Engineer,11/18/1999,43648
445934,Beshir,Casperson,Staff,12/7/1998,57681
445964,Alagu,Kaelbling,Technique Leader,7/27/1994,54349
445970,Chuanti,Polajnar,Senior Staff,6/2/1995,49864
445970,Chuanti,Polajnar,Staff,6/2/1986,49864
445985,Van,Ginesta,Engineer,8/3/1988,45689
445985,Van,Ginesta,Senior Engineer,8/4/1995,45689
445988,Denny,Yetto,Engineer,11/8/1985,57786
445988,Denny,Yetto,Senior Engineer,11/8/1993,57786
445995,Mabo,Denny,Engineer,6/25/1985,41072
445995,Mabo,Denny,Senior Engineer,6/25/1994,41072
446024,Susanna,Srimani,Engineer,6/28/1999,40000
446026,Bikash,Ritcey,Senior Staff,9/20/1996,64516
446026,Bikash,Ritcey,Staff,9/21/1987,64516
446030,Mahmut,Peris,Senior Engineer,3/19/1998,40000
446036,Supot,McClurg,Senior Engineer,12/11/1985,40000
446038,Sangeeta,Ponthieu,Engineer,6/22/1992,51614
446038,Sangeeta,Ponthieu,Senior Engineer,6/22/2001,51614
446045,Margareta,Narwekar,Staff,1/24/1997,74202
446061,Moie,Koyama,Senior Engineer,10/28/1987,41734
446071,Rasiah,Danner,Senior Staff,5/4/1994,68423
446071,Rasiah,Danner,Staff,5/4/1986,68423
446080,Oksana,Boudaillier,Senior Staff,9/8/1994,55347
446080,Oksana,Boudaillier,Staff,9/8/1988,55347
446083,Subir,Chiodo,Technique Leader,2/25/1986,40000
446087,Samphel,Farris,Staff,9/5/1998,78493
446088,Nevin,Verspoor,Engineer,7/5/1988,40000
446088,Nevin,Verspoor,Senior Engineer,7/5/1996,40000
446089,Junsik,Serov,Engineer,2/9/1988,40000
446089,Junsik,Serov,Senior Engineer,2/9/1996,40000
446100,Faiza,Mitina,Senior Engineer,6/3/1988,40000
446108,Georg,Reinhart,Senior Staff,9/15/1993,78617
446115,Marko,Heyers,Assistant Engineer,10/13/1986,40000
446115,Marko,Heyers,Engineer,10/13/1991,40000
446115,Marko,Heyers,Senior Engineer,10/12/1996,40000
446123,Chirstian,Velasco,Engineer,6/18/1994,40000
446123,Chirstian,Velasco,Senior Engineer,6/17/2000,40000
446128,Filipe,Rajaraman,Senior Staff,12/20/1986,61615
446131,Carrsten,Desikan,Engineer,8/17/1986,51383
446131,Carrsten,Desikan,Senior Engineer,8/16/1992,51383
446139,Odoardo,Schlenzig,Senior Engineer,1/25/1987,40000
446147,Krassimir,Karunanithi,Senior Staff,4/3/1992,40000
446178,Georg,Fiutem,Engineer,10/12/1988,53243
446178,Georg,Fiutem,Senior Engineer,10/12/1996,53243
446189,Kwangyoen,Muhlberg,Senior Staff,5/7/1996,40000
446189,Kwangyoen,Muhlberg,Staff,5/7/1988,40000
446190,Jaroslava,Baba,Engineer,8/25/1998,40000
446193,Yoshimitsu,Gimbel,Engineer,11/18/1992,43280
